Forecast_Origin_Index,Target_Date,Unconstrained_Groundtruth,ARIMA,SARIMA,SD-SVR,Tsformer
2,2024-04-07,40718.00000000003,49812.50428642402,32132.92438122145,33827.61698166591,32563.06
2,2024-04-08,75709.00000000001,49812.50428642199,59837.91244946109,62477.863542119136,49650.375
2,2024-04-09,64341.99999999998,49812.504286421456,61803.721875816176,65470.12578090936,62070.676
2,2024-04-10,78988.00000000004,49812.504286421274,65049.4467290054,66842.60756079294,62821.406
2,2024-04-11,63576.00000000006,49812.504286421274,62307.82747416265,65415.01560843658,62437.055
2,2024-04-12,56399.000000000044,49812.504286421274,59862.84028033461,61952.104852787634,52420.652
2,2024-04-13,39992.00000000002,49812.504286421274,38059.5414700584,40268.20237205478,35570.074
2,2024-04-14,36497.00000000002,49812.504286421274,32145.280525855127,34757.55759987223,34718.68
3,2024-03-17,31727.000000000007,45593.77096192303,32151.242507814623,34130.84778253079,36171.68
3,2024-03-18,58091.999999999985,47809.689491219986,59878.61968456484,61928.461421152955,46608.62
3,2024-03-19,55462.00000000002,48448.193756856715,61837.68312683669,63355.081781677494,60412.242
3,2024-03-20,52918.99999999999,48628.208795840794,65095.0827055788,66770.60912491163,64911.3
3,2024-03-21,51025.999999999985,48678.65178766787,62351.203342839486,65145.097238664974,56850.688
3,2024-03-22,81921.99999999994,48692.76255749075,59909.85870155952,60709.1605057264,48194.777
3,2024-03-23,43009.99999999998,48696.707975827245,38082.242525284215,38618.10846379484,38227.633
3,2024-03-24,25839.00000000001,48697.81098060581,32165.522025538678,32392.190998738522,37021.086
3,2024-03-25,55774.000000000015,48698.119331711896,59902.33265340755,60116.25491503879,47706.61
3,2024-03-26,53554.999999999956,48698.20553207457,61862.185271738024,61597.49959481946,60870.277
3,2024-03-27,71349.00000000003,48698.22962954235,65120.87545635145,66248.3291882567,66501.625
3,2024-03-28,52211.00000000003,48698.23636602766,62375.90889794837,64806.175661867695,58261.473
3,2024-03-29,58759.99999999999,48698.238249222435,59933.59693279828,61560.06799549918,48403.58
3,2024-03-30,46031.999999999985,48698.23877567236,38097.33209063147,39649.30145873253,37695.016
3,2024-03-31,28572.000000000025,48698.23892284226,32178.267233244616,34450.60546005524,35951.06
3,2024-04-01,53561.99999999997,48698.2389639838,59926.067902631665,62756.65021572883,48489.473
3,2024-04-02,61620.00000000002,48698.23897548502,61886.69706524236,65411.53884375444,63262.465
3,2024-04-03,91515.00000000006,48698.23897870024,65146.678427161794,68236.31195801866,65274.582
3,2024-04-04,49150.00000000001,48698.23897959905,62400.62424203596,65545.89705916092,59970.46
3,2024-04-05,29300.000000000007,48698.23897985035,59957.34456973824,62074.79651656203,47394.434
3,2024-04-06,34501.00000000001,48698.2389799206,38112.427634854794,39682.71179927225,37275.78
3,2024-04-07,40718.00000000003,48698.23897994024,32191.017490931437,34084.19684671011,36796.336
3,2024-04-08,75709.00000000001,48698.23897994569,59949.812556375204,62134.55794097988,50259.895
3,2024-04-09,64341.99999999998,48698.238979947244,61911.218570953046,65278.81044790088,64696.105
3,2024-04-10,78988.00000000004,48698.23897994767,65172.49162177632,67243.30942170034,62378.25
3,2024-04-11,63576.00000000006,48698.23897994776,62425.349378981904,65019.94104765865,62473.27
3,2024-04-12,56399.000000000044,48698.23897994776,59981.10161610596,62386.52862397295,50483.42
3,2024-04-13,39992.00000000002,48698.23897994776,38127.52916032304,40193.247818278884,38367.23
3,2024-04-14,36497.00000000002,48698.23897994776,32203.772800600018,34592.9042296899,37541.855
3,2024-04-15,75226.99999999997,48698.23897994776,59973.566618364486,62792.25084620895,52893.1
4,2024-03-18,58091.999999999985,42451.80498177158,59768.24049118806,61332.612689041714,49534.074
4,2024-03-19,55462.00000000002,46057.10531630404,61718.0949188822,63257.65236420401,60334.11
4,2024-03-20,52918.99999999999,47120.069100860375,64972.08813283036,66713.01408163432,61506.22
4,2024-03-21,51025.999999999985,47421.984064464625,62233.2954233905,63522.96367578342,53970.305
4,2024-03-22,81921.99999999994,47506.84200536432,59798.119953695124,60230.05375656625,51918.54
4,2024-03-23,43009.99999999998,47530.62260297296,38008.73963485255,38653.46568793228,38354.902
4,2024-03-24,25839.00000000001,47537.28139259787,32102.898017694028,32648.068777184453,31110.51
4,2024-03-25,55774.000000000015,47539.1454860215,59788.60638759913,60267.49588813389,51947.51
4,2024-03-26,53554.999999999956,47539.66729556741,61742.37926741012,60972.16397442689,61980.766
4,2024-03-27,71349.00000000003,47539.813361359345,64997.63703000822,65959.15287769245,64318.19
4,2024-03-28,52211.00000000003,47539.85424813079,62257.76743461284,63696.20065417545,54612.598
4,2024-03-29,58759.99999999999,47539.86569314944,59821.63439545812,62358.17706613845,54768.6
4,2024-03-30,46031.999999999985,47539.868896835986,38023.68597201964,39289.09361341051,39778.402
4,2024-03-31,28572.000000000025,47539.869793610975,32115.522036925937,33922.03603329639,32612.756
4,2024-04-01,53561.99999999997,47539.870044635994,59812.11708840216,63964.23388827904,50795.062
4,2024-04-02,61620.00000000002,47539.870114902835,61766.65823835891,65669.26757866239,64652.13
4,2024-04-03,91515.00000000006,47539.870134571895,65023.1960460337,68504.95694504447,63263.55
4,2024-04-04,49150.00000000001,47539.87014007767,62282.24906849469,65491.5174582976,56924.906
4,2024-04-05,29300.000000000007,47539.87014161887,59845.15808366233,63241.94871520839,57709.414
4,2024-04-06,34501.00000000001,47539.87014205024,38038.6381864433,39778.47443573178,39493.688
4,2024-04-07,40718.00000000003,47539.87014217101,32128.151020223566,33765.29966897106,30955.602
4,2024-04-08,75709.00000000001,47539.87014220478,59835.637034174004,62898.5258110318,54118.902
4,2024-04-09,64341.99999999998,47539.87014221424,61790.946756378675,65120.127477721035,69357.05
4,2024-04-10,78988.00000000004,47539.87014221686,65048.76511247443,67265.45534871508,65251.117
4,2024-04-11,63576.00000000006,47539.870142217624,62306.74032913941,64325.12919962831,57784.92
4,2024-04-12,56399.000000000044,47539.87014221779,59868.69102194242,62233.799961695266,57895.242
4,2024-04-13,39992.00000000002,47539.87014221787,38053.59628043467,40515.74314413735,41092.48
4,2024-04-14,36497.00000000002,47539.87014221787,32140.784969538967,34565.20409117047,32078.295
4,2024-04-15,75226.99999999997,47539.87014221787,59859.1662285501,63820.486401256,53428.023
4,2024-04-16,54927.99999999997,47539.87014221787,61815.24482522365,65700.70189185737,67067.07
5,2024-03-19,55462.00000000002,51038.37220585189,61491.35448728018,62363.18483885971,57302.59
5,2024-03-20,52918.99999999999,49225.182700186655,64710.71637578133,66948.28149438192,66366.04
5,2024-03-21,51025.999999999985,48730.13623699323,61983.50199227048,65003.70861323536,61301.96
5,2024-03-22,81921.99999999994,48592.69718994657,59549.68489850609,59584.32647362382,51663.477
5,2024-03-23,43009.99999999998,48554.36185021442,37864.259604273895,37610.24036879118,31345.58
5,2024-03-24,25839.00000000001,48543.65518974894,31977.608634450473,32508.484824673025,35972.734
5,2024-03-25,55774.000000000015,48540.66384307851,59544.85967783227,59431.15328860118,53567.1
5,2024-03-26,53554.999999999956,48539.828002190996,61507.51930651792,60585.42040195534,56109.844
5,2024-03-27,71349.00000000003,48539.59444523105,64734.78134529674,64153.34646662209,67992.0
5,2024-03-28,52211.00000000003,48539.52918246711,62006.52263778521,63984.00996152407,61854.574
5,2024-03-29,58759.99999999999,48539.51094606856,59571.80176906515,62071.96464075137,50355.613
5,2024-03-30,46031.999999999985,48539.505850261776,37878.32259993868,39408.23872335822,33734.56
5,2024-03-31,28572.000000000025,48539.50442633743,31989.485353092936,33627.26766682956,35891.86
5,2024-04-01,53561.99999999997,48539.504028449344,59566.97475575205,62493.952210196745,51777.566
5,2024-04-02,61620.00000000002,48539.50391726722,61530.36330783982,65486.053947631975,57739.805
5,2024-04-03,91515.00000000006,48539.50388619957,64758.82393795381,67598.02038060846,66900.914
5,2024-04-04,49150.00000000001,48539.50387751833,62029.55196681262,66247.21060880764,66128.99
5,2024-04-05,29300.000000000007,48539.50387509255,59593.926853162426,62761.8586240342,50831.94
5,2024-04-06,34501.00000000001,48539.50387441473,37892.39081854153,39695.01890225172,34714.805
5,2024-04-07,40718.00000000003,48539.503874225295,32001.36648269797,33456.80046415122,35637.375
5,2024-04-08,75709.00000000001,48539.503874172355,59589.09804711731,61207.119705255565,56208.71
5,2024-04-09,64341.99999999998,48539.503874157526,61553.215793326235,65611.89988952246,59140.27
5,2024-04-10,78988.00000000004,48539.503874153386,64782.8754599271,66955.74063696105,64322.977
5,2024-04-11,63576.00000000006,48539.503874152266,62052.58984883458,65330.78365289208,70024.0
5,2024-04-12,56399.000000000044,48539.50387415192,59616.06015442153,62478.925704658526,50826.125
5,2024-04-13,39992.00000000002,48539.50387415183,37906.46426202067,40174.68728513501,34215.95
5,2024-04-14,36497.00000000002,48539.50387415183,32013.25202490373,34727.05348889519,38026.625
5,2024-04-15,75226.99999999997,48539.50387415183,59611.22955497837,63364.88497828401,53673.008
5,2024-04-16,54927.99999999997,48539.50387415183,61576.076766128026,66201.85747804341,57917.72
5,2024-04-17,76262.99999999997,48539.50387415183,64806.93591453279,67805.2961898773,67708.58
6,2024-03-20,52918.99999999999,50582.83313298906,63811.385219971824,65873.41134343781,65974.59
6,2024-03-21,51025.999999999985,49297.628571503104,61098.16136631247,64555.37703276398,61203.414
6,2024-03-22,81921.99999999994,48944.3126677226,58707.28213414705,59685.661867556955,47404.42
6,2024-03-23,43009.99999999998,48846.02110529718,37315.725484370996,37367.54287140057,38240.29
6,2024-03-24,25839.00000000001,48818.58579005884,31517.475426486333,31740.173442518022,35761.746
6,2024-03-25,55774.000000000015,48810.92089613561,58693.731298712904,59058.929679719804,44123.223
6,2024-03-26,53554.999999999956,48808.77891907457,60599.42413032688,60008.8078914965,58815.055
6,2024-03-27,71349.00000000003,48808.18029398481,63809.08341925533,64063.69311293413,66570.914
6,2024-03-28,52211.00000000003,48808.01299095749,61119.2665352086,62345.8818447869,62155.445
6,2024-03-29,58759.99999999999,48807.96623304226,58727.46501674568,61795.82583117337,49354.79
6,2024-03-30,46031.999999999985,48807.95316510128,37328.55458697905,39217.373850387456,39087.35
6,2024-03-31,28572.000000000025,48807.94951286063,31528.311149992674,33668.176658925884,36929.156
6,2024-04-01,53561.99999999997,48807.948492128824,58713.909935885844,61136.53325368918,45187.434
6,2024-04-02,61620.00000000002,48807.94820685365,60620.257924842925,64237.904494542985,58181.13
6,2024-04-03,91515.00000000006,48807.94812712465,63831.02066119855,67677.11179185944,64478.793
6,2024-04-04,49150.00000000001,48807.94810484195,61140.279046128024,65649.55186629335,63005.79
6,2024-04-05,29300.000000000007,48807.94809861431,58747.655251219454,62361.34810296903,50478.992
6,2024-04-06,34501.00000000001,48807.94809687385,37341.38809896854,39487.32018958659,39431.812
6,2024-04-07,40718.00000000003,48807.94809638745,31539.15059871208,33534.73084192073,38334.312
6,2024-04-08,75709.00000000001,48807.9480962515,58734.09551026414,61003.95083726783,44818.676
6,2024-04-09,64341.99999999998,48807.94809621353,60641.09888180059,64462.43720087697,59457.53
6,2024-04-10,78988.00000000004,48807.94809620295,63852.96544493713,67479.02259697838,68039.55
6,2024-04-11,63576.00000000006,48807.9480962,61161.29878092992,65878.45671303057,64421.754
6,2024-04-12,56399.000000000044,48807.948096199136,58767.85242688562,62401.22756250669,51611.52
6,2024-04-13,39992.00000000002,48807.948096198874,37354.22602298576,40665.89030226176,38325.723
6,2024-04-14,36497.00000000002,48807.94809619879,31549.993773921033,34943.49952595945,39028.312
6,2024-04-15,75226.99999999997,48807.94809619879,58754.288024232614,63507.36206048508,46005.72
6,2024-04-16,54927.99999999997,48807.94809619879,60661.947003662164,66864.9980812679,59212.62
6,2024-04-17,76262.99999999997,48807.94809619879,63874.91777306375,68200.39893291438,67189.99
6,2024-04-18,47297.99999999997,48807.94809619879,61182.32574209767,66160.82266676261,68398.805
7,2024-03-21,51025.999999999985,50031.58473929273,59557.13130557105,64455.96562850546,66670.6
7,2024-03-22,81921.99999999994,49253.101041144684,57190.13455802446,60443.47881170291,49917.25
7,2024-03-23,43009.99999999998,49037.689045756575,36351.99758506343,37593.88156691006,36431.16
7,2024-03-24,25839.00000000001,48977.65006959187,30703.35998251596,31529.927612823278,33081.297
7,2024-03-25,55774.000000000015,48960.882335152164,57177.41976748053,58050.519536850254,45763.99
7,2024-03-26,53554.999999999956,48956.196783190084,59034.37792491895,58984.62224703731,56747.117
7,2024-03-27,71349.00000000003,48954.88725251565,62129.561302322174,63366.13887077868,62211.844
7,2024-03-28,52211.00000000003,48954.5212452124,59536.182563277565,61877.66475201256,68508.29
7,2024-03-29,58759.99999999999,48954.41894673225,57205.90681524096,59450.224273852014,49829.16
7,2024-03-30,46031.999999999985,48954.39035436532,36361.934019191096,38411.69217636159,37291.92
7,2024-03-31,28572.000000000025,48954.38236280739,30711.75275727359,33071.11901694338,34244.516
7,2024-04-01,53561.99999999997,48954.38012916878,57193.04899840697,61235.520876370436,47685.867
7,2024-04-02,61620.00000000002,48954.37950486723,59050.51473944901,63567.53246327851,58934.65
7,2024-04-03,91515.00000000006,48954.3793303751,62146.54415869777,66962.05012044449,63106.875
7,2024-04-04,49150.00000000001,48954.3792816046,59552.45654180417,65492.51100947708,65039.758
7,2024-04-05,29300.000000000007,48954.379267973265,57221.54383286596,62845.888453527325,51680.23
7,2024-04-06,34501.00000000001,48954.379264163275,36371.873515517844,39633.827392259875,37876.926
7,2024-04-07,40718.00000000003,48954.379263098424,30720.14782498331,33488.26514128611,35362.7
7,2024-04-08,75709.00000000001,48954.37926280076,57208.68250145795,61401.07472180833,49189.855
7,2024-04-09,64341.99999999998,48954.37926271753,59066.65596483891,63638.40728013192,58832.668
7,2024-04-10,78988.00000000004,48954.37926269431,62163.53165719158,66567.44464963001,59752.27
7,2024-04-11,63576.00000000006,48954.37926268779,59568.73496868331,65508.276294138326,70477.91
7,2024-04-12,56399.000000000044,48954.379262685965,57237.18512473568,62498.84448049965,54593.64
7,2024-04-13,39992.00000000002,48954.37926268544,36381.815728720714,39981.88718904054,38026.88
7,2024-04-14,36497.00000000002,48954.37926268527,30728.54518741283,34928.91276347541,34098.06
7,2024-04-15,75226.99999999997,48954.37926268527,57224.320277792984,63390.7660036332,50563.07
7,2024-04-16,54927.99999999997,48954.37926268527,59082.80160229441,66846.25455547692,59207.54
7,2024-04-17,76262.99999999997,48954.37926268527,62180.5237990725,68296.31705968376,61606.08
7,2024-04-18,47297.99999999997,48954.37926268527,59585.017845130904,66889.69665624561,70252.836
7,2024-04-19,55271.999999999985,48954.37926268527,57252.83069201848,62979.16807432877,57135.5
8,2024-03-22,81921.99999999994,49571.4263945612,55992.03072099506,60153.41069744499,50891.56
8,2024-03-23,43009.99999999998,49172.32543921599,35576.52682429774,37708.9311978985,37723.64
8,2024-03-24,25839.00000000001,49061.34868935457,30047.770606732724,31243.38001377294,36342.88
8,2024-03-25,55774.000000000015,49030.37446741095,55955.35466074167,57386.27135924235,43601.965
8,2024-03-26,53554.999999999956,49021.720381923966,57775.138872708354,59499.640708686995,56137.78
8,2024-03-27,71349.00000000003,49019.301757790905,60801.026279630285,62148.19412406558,64957.375
8,2024-03-28,52211.00000000003,49018.62575121756,58239.23356321654,60992.539931627914,60443.188
8,2024-03-29,58759.99999999999,49018.43680276802,55978.02829332427,58880.53075898611,51294.48
8,2024-03-30,46031.999999999985,49018.38399005146,35584.13539286762,37358.249940577334,37674.6
8,2024-03-31,28572.000000000025,49018.369228416814,30054.147967811645,32336.48122096681,36393.273
8,2024-04-01,53561.99999999997,49018.365102403615,55967.23080213275,59926.70394835193,43850.254
8,2024-04-02,61620.00000000002,49018.36394914467,57787.40124280029,63030.10705420589,59987.336
8,2024-04-03,91515.00000000006,49018.36362679811,60813.93086209919,66483.89683833644,65655.734
8,2024-04-04,49150.00000000001,49018.36353669922,58251.59443246722,64752.67423408622,61970.953
8,2024-04-05,29300.000000000007,49018.36351151574,55989.90924584066,61835.6356198236,50220.414
8,2024-04-06,34501.00000000001,49018.3635044767,35591.68795883351,39682.06896085934,38828.242
8,2024-04-07,40718.00000000003,49018.36350250922,30060.52685284708,33217.02753127907,38147.402
8,2024-04-08,75709.00000000001,49018.363501959335,55979.10946299663,61868.43849015219,45712.516
8,2024-04-09,64341.99999999998,49018.363501805645,57799.66621545337,63054.21244780844,62075.53
8,2024-04-10,78988.00000000004,49018.36350176272,60826.83818342816,66259.20363746445,66334.52
8,2024-04-11,63576.00000000006,49018.363501750704,58263.95792518073,65093.06967275921,60575.047
8,2024-04-12,56399.000000000044,49018.363501747306,56001.79271996277,62395.959012865016,54382.094
8,2024-04-13,39992.00000000002,49018.363501746346,35599.242127751146,39553.09626516001,39334.684
8,2024-04-14,36497.00000000002,49018.363501746084,30066.907091732977,34258.995294880515,38894.617
8,2024-04-15,75226.99999999997,49018.363501746,55990.990644979865,63369.74597618931,44760.88
8,2024-04-16,54927.99999999997,49018.363501746,57811.933791216354,66523.25005549248,61773.1
8,2024-04-17,76262.99999999997,49018.363501746,60839.748244198614,69218.95858211997,67973.586
8,2024-04-18,47297.99999999997,49018.363501746,58276.32404191389,66839.41816239974,60716.17
8,2024-04-19,55271.999999999985,49018.363501746,56013.67871622569,62814.349321030175,53226.98
8,2024-04-20,43104.99999999999,49018.363501746,35606.79789996067,39675.771509335806,40830.125
9,2024-03-23,43009.99999999998,57962.701857762404,37467.442790998124,37618.712831745856,35601.094
9,2024-03-24,25839.00000000001,52619.40760352975,31686.999283165376,31098.538578138803,33387.984
9,2024-03-25,55774.000000000015,51215.82928213476,59008.764227757856,56732.918724352494,44552.75
9,2024-03-26,53554.999999999956,50830.20192779066,60925.41550567398,58400.566620462196,61476.723
9,2024-03-27,71349.00000000003,50722.92107102723,64119.463286732076,61684.69005917545,58970.07
9,2024-03-28,52211.00000000003,50692.971513119235,61417.743051599406,59539.81189927607,60116.71
9,2024-03-29,58759.99999999999,50684.60235841681,59094.54633451077,58006.32388212359,51279.22
9,2024-03-30,46031.999999999985,50682.26303100769,37529.74883259005,36936.7489434922,35911.477
9,2024-03-31,28572.000000000025,50681.60909767696,31698.162702650778,31200.189909052508,34213.535
9,2024-04-01,53561.99999999997,50681.4262938946,59029.861121459755,58793.73394148322,45680.31
9,2024-04-02,61620.00000000002,50681.37519171034,60947.19636225685,61483.48326597528,61237.918
9,2024-04-03,91515.00000000006,50681.36090624239,64142.386003059095,66024.57630449455,62420.5
9,2024-04-04,49150.00000000001,50681.35691277927,61439.69991763987,64488.162506489,59970.293
9,2024-04-05,29300.000000000007,50681.35579641752,59115.67267038142,61096.7291380195,51419.18
9,2024-04-06,34501.00000000001,50681.35548434158,37543.16587083564,39398.61178027365,35817.895
9,2024-04-07,40718.00000000003,50681.355397101564,31709.494980624604,33499.7354878838,33737.97
9,2024-04-08,75709.00000000001,50681.35537271389,59050.96433271924,61604.22081949905,48278.457
9,2024-04-09,64341.99999999998,50681.35536589638,60968.98501041956,63717.90125285972,62288.78
9,2024-04-10,78988.00000000004,50681.35536399054,64165.31691411146,66199.77443366329,64607.812
9,2024-04-11,63576.00000000006,50681.35536345773,61461.66463314043,64837.17934343353,60232.234
9,2024-04-12,56399.000000000044,50681.35536330882,59136.806558801945,61909.43951510967,54814.008
9,2024-04-13,39992.00000000002,50681.355363267234,37556.587705599246,39740.32878448217,37593.45
9,2024-04-14,36497.00000000002,50681.35536325562,31720.831309825957,33619.04093846711,33384.418
9,2024-04-15,75226.99999999997,50681.355363252376,59072.07508826157,61943.52931062484,50260.04
9,2024-04-16,54927.99999999997,50681.355363251474,60990.781447905065,66037.78092069975,61508.156
9,2024-04-17,76262.99999999997,50681.355363251205,64188.256022839385,68788.93545474402,63809.742
9,2024-04-18,47297.99999999997,50681.35536325112,61483.63720090701,67646.03523147453,62594.215
9,2024-04-19,55271.999999999985,50681.35536325112,59157.94800247245,63203.34889563483,52853.066
9,2024-04-20,43104.99999999999,50681.35536325112,37570.014338595654,39799.21886639269,36199.047
9,2024-04-21,36480.99999999997,50681.35536325112,31732.171691703243,33383.14755285498,35422.14
10,2024-03-24,25839.00000000001,47726.1063498239,32289.04055699896,30907.365753283244,37144.477
10,2024-03-25,55774.000000000015,49132.09846712738,60155.105691996076,56763.70823538258,48033.9
